Country,Governorate,District,year,adm2_code,XGB+DNN Predicted MPI,XGB+DNN Predicted Severe Poverty %
Tunisia,Le Kef,Sakiet Sidi Youssef,2020,39346,0.263697535,24.1328086
Tunisia,Le Kef,Sakiet Sidi Youssef,2021,39346,0.251348317,22.47728166
Tunisia,Le Kef,Sakiet Sidi Youssef,2022,39346,0.256049186,23.10303329
Tunisia,Le Kef,Sakiet Sidi Youssef,2023,39346,0.242878973,21.36409833
Tunisia,Le Kef,Sakiet Sidi Youssef,2024,39346,0.250448823,22.35818107
Tunisia,Le Kef,Tejerouine,2020,39347,0.146373644,10.17076449
Tunisia,Le Kef,Tejerouine,2021,39347,0.1529030203819275,10.83116264
Tunisia,Le Kef,Tejerouine,2022,39347,0.151454374,10.68330685
Tunisia,Le Kef,Tejerouine,2023,39347,0.139974117,9.538689058
Tunisia,Le Kef,Tejerouine,2024,39347,0.155621201,11.11063006
Tunisia,Mahdia,Bou Merdes,2020,39348,0.11239179968833923,6.993346438
Tunisia,Mahdia,Bou Merdes,2021,39348,0.134814873,9.040258202
Tunisia,Mahdia,Bou Merdes,2022,39348,0.139871955,9.528722081
Tunisia,Mahdia,Bou Merdes,2023,39348,0.134320423,8.993018147
Tunisia,Mahdia,Bou Merdes,2024,39348,0.138291165,9.374998543
Tunisia,Mahdia,Chebba,2020,39349,0.130132854,8.596676629
Tunisia,Mahdia,Chebba,2021,39349,0.134018481,8.964216136
Tunisia,Mahdia,Chebba,2022,39349,0.174429283,13.11549502
Tunisia,Mahdia,Chebba,2023,39349,0.152271897,10.76665402
Tunisia,Mahdia,Chebba,2024,39349,0.12589029967784882,8.202013071
Tunisia,Mahdia,Chorbane,2020,39350,0.320287645,32.15606984
Tunisia,Mahdia,Chorbane,2021,39350,0.314794183,31.3490047
Tunisia,Mahdia,Chorbane,2022,39350,0.306646824,30.16235193
Tunisia,Mahdia,Chorbane,2023,39350,0.299425304,29.12125749
Tunisia,Mahdia,Chorbane,2024,39350,0.292957127,28.19766425
Tunisia,Mahdia,El Jem,2020,39351,0.161795899,11.75524872
Tunisia,Mahdia,El Jem,2021,39351,0.177443862,13.44810246
Tunisia,Mahdia,El Jem,2022,39351,0.166244924,12.22801019
Tunisia,Mahdia,El Jem,2023,39351,0.166228667,12.22627016
Tunisia,Mahdia,El Jem,2024,39351,0.170927525,12.73298015
Tunisia,Mahdia,H'bira,2020,39352,0.429605246,49.10122272
Tunisia,Mahdia,H'bira,2021,39352,0.415966332,46.91894065
Tunisia,Mahdia,H'bira,2022,39352,0.420479894,47.6397246
Tunisia,Mahdia,H'bira,2023,39352,0.380133092,41.25885411
Tunisia,Mahdia,H'bira,2024,39352,0.378651738,41.0276621
Tunisia,Mahdia,Ksour Essaf,2020,39353,0.135308668,9.087528274
Tunisia,Mahdia,Ksour Essaf,2021,39353,0.124306068,8.056432917
Tunisia,Mahdia,Ksour Essaf,2022,39353,0.150819331,10.61873044
Tunisia,Mahdia,Ksour Essaf,2023,39353,0.143274784,9.862797338
Tunisia,Mahdia,Ksour Essaf,2024,39353,0.1139320656657219,7.127591861
Tunisia,Mahdia,Mahdia,2020,39354,0.069230899,3.635879082
Tunisia,Mahdia,Mahdia,2021,39354,0.071681663,3.804852437
Tunisia,Mahdia,Mahdia,2022,39354,0.05863897502422333,2.93694395
Tunisia,Mahdia,Mahdia,2023,39354,0.05379685387015343,2.634624503
Tunisia,Mahdia,Mahdia,2024,39354,0.064166307,3.295288683
Tunisia,Mahdia,Melloulech,2020,39355,0.315840065,31.50223561
Tunisia,Mahdia,Melloulech,2021,39355,0.293626398,28.29283065
Tunisia,Mahdia,Melloulech,2022,39355,0.250184298,22.32319478
Tunisia,Mahdia,Melloulech,2023,39355,0.251918793,22.5529238
Tunisia,Mahdia,Melloulech,2024,39355,0.247933343,22.02620502
Tunisia,Mahdia,Oueled Chamekh,2020,39356,0.402813017,44.82749839
Tunisia,Mahdia,Oueled Chamekh,2021,39356,0.380265743,41.27956877
Tunisia,Mahdia,Oueled Chamekh,2022,39356,0.336221159,34.52675716
Tunisia,Mahdia,Oueled Chamekh,2023,39356,0.351695716,36.86838857
Tunisia,Mahdia,Oueled Chamekh,2024,39356,0.366904199,39.20348993
Tunisia,Mahdia,Sidi Alouane,2020,39357,0.181770235,13.93073254
Tunisia,Mahdia,Sidi Alouane,2021,39357,0.168393493,12.45877682
Tunisia,Mahdia,Sidi Alouane,2022,39357,0.159815252,11.54700753
Tunisia,Mahdia,Sidi Alouane,2023,39357,0.126991704,8.303800888
Tunisia,Mahdia,Sidi Alouane,2024,39357,0.124633163,8.086410484
Tunisia,Mahdia,Souassi,2020,39358,0.265108854,24.32437723
Tunisia,Mahdia,Souassi,2021,39358,0.241213053,21.14733068
Tunisia,Mahdia,Souassi,2022,39358,0.216176152,17.9807424
Tunisia,Mahdia,Souassi,2023,39358,0.214972511,17.83297682
Tunisia,Mahdia,Souassi,2024,39358,0.220850706,18.55860372
Tunisia,Manouba,Borj El Amri,2020,39359,0.173526913,13.01652774
Tunisia,Manouba,Borj El Amri,2021,39359,0.168406367,12.4601644
Tunisia,Manouba,Borj El Amri,2022,39359,0.174506575,13.1239848
Tunisia,Manouba,Borj El Amri,2023,39359,0.177094921,13.40944715
Tunisia,Manouba,Borj El Amri,2024,39359,0.182362735,13.9973102
Tunisia,Manouba,Daouar Hicher,2020,39360,0.07452936470508575,4.00457404
Tunisia,Manouba,Daouar Hicher,2021,39360,0.06563054025173187,3.392560583
Tunisia,Manouba,Daouar Hicher,2022,39360,0.06190771609544754,3.147165922
Tunisia,Manouba,Daouar Hicher,2023,39360,0.107548691,6.577498755
Tunisia,Manouba,Daouar Hicher,2024,39360,0.061611440032720566,3.127908959
Tunisia,Manouba,El Battan,2020,39361,0.137421057,9.290785653
Tunisia,Manouba,El Battan,2021,39361,0.142121926,9.749131888
Tunisia,Manouba,El Battan,2022,39361,0.122551844,7.896377165
Tunisia,Manouba,El Battan,2023,39361,0.129970774,8.581471362
Tunisia,Manouba,El Battan,2024,39361,0.123470217,7.980019243
Tunisia,Manouba,Jedaida,2020,39362,0.140187278,9.559497663
Tunisia,Manouba,Jedaida,2021,39362,0.161030412,11.67460347
Tunisia,Manouba,Jedaida,2022,39362,0.153992936,10.94290306
Tunisia,Manouba,Jedaida,2023,39362,0.144533515,9.987463647
Tunisia,Manouba,Jedaida,2024,39362,0.152186513,10.75793779
Tunisia,Manouba,Manouba,2020,39363,0.04163636639714241,1.923998741
Tunisia,Manouba,Manouba,2021,39363,0.04119620472192764,1.899598566
Tunisia,Manouba,Manouba,2022,39363,0.041996292769908905,1.944020344
Tunisia,Manouba,Manouba,2023,39363,0.04601558297872543,2.171817729
Tunisia,Manouba,Manouba,2024,39363,0.04593610763549805,2.167238616
Tunisia,Manouba,Mornaguia,2020,39364,0.1888568103313446,14.73453461
Tunisia,Manouba,Mornaguia,2021,39364,0.200083509,16.04079216
Tunisia,Manouba,Mornaguia,2022,39364,0.190710425,14.9474593
Tunisia,Manouba,Mornaguia,2023,39364,0.160996497,11.67103523
Tunisia,Manouba,Mornaguia,2024,39364,0.182323158,13.99285939
Tunisia,Manouba,Oued Ellil,2020,39365,0.059450432658195496,2.988671557
Tunisia,Manouba,Oued Ellil,2021,39365,0.05904035642743111,2.962492603
Tunisia,Manouba,Oued Ellil,2022,39365,0.05964981019496918,3.00142771
Tunisia,Manouba,Oued Ellil,2023,39365,0.05693873018026352,2.829547248
Tunisia,Manouba,Oued Ellil,2024,39365,0.059891351,3.0169060230255127
Tunisia,Manouba,Tebourba,2020,39366,0.212770551,17.56375144
Tunisia,Manouba,Tebourba,2021,39366,0.186631799,14.48040534
Tunisia,Manouba,Tebourba,2022,39366,0.185650423,14.36882605
Tunisia,Manouba,Tebourba,2023,39366,0.1760496199131012,13.2938931
Tunisia,Manouba,Tebourba,2024,39366,0.183381677,14.11207527
Tunisia,Medenine,Ben Guerdane,2020,39367,0.142585009,9.794730062
Tunisia,Medenine,Ben Guerdane,2021,39367,0.138823926,9.426702037
Tunisia,Medenine,Ben Guerdane,2022,39367,0.150081307,10.54386562
Tunisia,Medenine,Ben Guerdane,2023,39367,0.181829304,13.9373647
Tunisia,Medenine,Ben Guerdane,2024,39367,0.180103242,13.74403692
Tunisia,Medenine,Beni Khedeche,2020,39368,0.228101701,19.46730419
Tunisia,Medenine,Beni Khedeche,2021,39368,0.219231397,18.357713
Tunisia,Medenine,Beni Khedeche,2022,39368,0.186086774,14.4183992
Tunisia,Medenine,Beni Khedeche,2023,39368,0.191893816,15.08396922
Tunisia,Medenine,Beni Khedeche,2024,39368,0.191314965,15.01714024
Tunisia,Medenine,Jerba Ajim,2020,39369,0.128941968,8.485191638
Tunisia,Medenine,Jerba Ajim,2021,39369,0.11386637389659882,7.121846825
Tunisia,Medenine,Jerba Ajim,2022,39369,0.10020649433135986,5.96542105
Tunisia,Medenine,Jerba Ajim,2023,39369,0.098597422,5.834272029
Tunisia,Medenine,Jerba Ajim,2024,39369,0.103058681,6.200543402
Tunisia,Medenine,Jerba Houmet Souk,2020,39370,0.122386642,7.881366355
Tunisia,Medenine,Jerba Houmet Souk,2021,39370,0.121480361,7.799209519
Tunisia,Medenine,Jerba Houmet Souk,2022,39370,0.10130948573350906,6.055945881
Tunisia,Medenine,Jerba Houmet Souk,2023,39370,0.10150324553251266,6.071900472
Tunisia,Medenine,Jerba Houmet Souk,2024,39370,0.107472889,6.571066081
Tunisia,Medenine,Jerba Midoun,2020,39371,0.083416648,4.650976615
Tunisia,Medenine,Jerba Midoun,2021,39371,0.089679688,5.12721611
Tunisia,Medenine,Jerba Midoun,2022,39371,0.073994547,3.966788896
Tunisia,Medenine,Jerba Midoun,2023,39371,0.079656526,4.373247953
Tunisia,Medenine,Jerba Midoun,2024,39371,0.088841997,5.062538313
Tunisia,Medenine,Medenine Nord,2020,39372,0.154897138,11.03592745
Tunisia,Medenine,Medenine Nord,2021,39372,0.14374130964279175,9.908934258
Tunisia,Medenine,Medenine Nord,2022,39372,0.08365489542484283,4.668781979
Tunisia,Medenine,Medenine Nord,2023,39372,0.08063964545726776,4.445264986
Tunisia,Medenine,Medenine Nord,2024,39372,0.079880193,4.389595032
Tunisia,Medenine,Medenine Sud,2020,39373,0.096268646,5.646385415
Tunisia,Medenine,Medenine Sud,2021,39373,0.086812489,4.90709203
Tunisia,Medenine,Medenine Sud,2022,39373,0.084418401,4.72600882
Tunisia,Medenine,Medenine Sud,2023,39373,0.085203901,4.785148466
Tunisia,Medenine,Medenine Sud,2024,39373,0.08585906028747559,4.834679522
Tunisia,Medenine,Sidi Makhlouf,2020,39374,0.24617820978164673,21.79553668
Tunisia,Medenine,Sidi Makhlouf,2021,39374,0.23084118962287903,19.81445335
Tunisia,Medenine,Sidi Makhlouf,2022,39374,0.200114176,16.04441433
Tunisia,Medenine,Sidi Makhlouf,2023,39374,0.189493507,14.80754789
Tunisia,Medenine,Sidi Makhlouf,2024,39374,0.204314828,16.54330443
Tunisia,Medenine,Zarzis,2020,39375,0.05595020204782486,2.767723047
Tunisia,Medenine,Zarzis,2021,39375,0.06022852659225464,3.038557752
Tunisia,Medenine,Zarzis,2022,39375,0.07117627561092377,3.769786486
Tunisia,Medenine,Zarzis,2023,39375,0.06284710019826889,3.208488944
Tunisia,Medenine,Zarzis,2024,39375,0.05764080956578255,2.873732036
Tunisia,Monastir,Administrative unit not available,2020,39376,0.294900566,28.47426658
Tunisia,Monastir,Administrative unit not available,2021,39376,0.296820641,28.74830792
Tunisia,Monastir,Administrative unit not available,2022,39376,0.240010351,20.99129207
Tunisia,Monastir,Administrative unit not available,2023,39376,0.242633536,21.33211646
Tunisia,Monastir,Administrative unit not available,2024,39376,0.2483062595129013,22.07531774
Tunisia,Monastir,Bekalta,2020,39377,0.130968437,8.675225764
Tunisia,Monastir,Bekalta,2021,39377,0.140376449,9.57797853
Tunisia,Monastir,Bekalta,2022,39377,0.162016451,11.77852235
Tunisia,Monastir,Bekalta,2023,39377,0.139432132,9.485857533
Tunisia,Monastir,Bekalta,2024,39377,0.131652802,8.73975942
Tunisia,Monastir,Bembla,2020,39378,0.173248813,12.98608252
Tunisia,Monastir,Bembla,2021,39378,0.178497523,13.56507232
Tunisia,Monastir,Bembla,2022,39378,0.204956889,16.62003395
Tunisia,Monastir,Bembla,2023,39378,0.208704486,17.07037903
Tunisia,Monastir,Bembla,2024,39378,0.202168971,16.28777589
Tunisia,Monastir,Beni Hassen,2020,39379,0.158143252,11.37229338
Tunisia,Monastir,Beni Hassen,2021,39379,0.153547108,10.89714425
Tunisia,Monastir,Beni Hassen,2022,39379,0.17286545038223267,12.94415657
Tunisia,Monastir,Beni Hassen,2023,39379,0.164727211,12.06596155
Tunisia,Monastir,Beni Hassen,2024,39379,0.149028629,10.43742499
Tunisia,Monastir,Jammel,2020,39380,0.146945626,10.22799488
Tunisia,Monastir,Jammel,2021,39380,0.13850080966949463,9.395331424
Tunisia,Monastir,Jammel,2022,39380,0.149104461,10.4450792
Tunisia,Monastir,Jammel,2023,39380,0.147348106,10.26833754
Tunisia,Monastir,Jammel,2024,39380,0.135268182,9.083649098
Tunisia,Monastir,Kisibet El Medyouni,2020,39381,0.05306774005293846,2.590048813
Tunisia,Monastir,Kisibet El Medyouni,2021,39381,0.05702825263142586,2.835168549
Tunisia,Monastir,Kisibet El Medyouni,2022,39381,0.07593255490064621,4.10431501
Tunisia,Monastir,Kisibet El Medyouni,2023,39381,0.074966267,4.035535901
Tunisia,Monastir,Kisibet El Medyouni,2024,39381,0.066034749,3.419584873
Tunisia,Monastir,Ksar Helal,2020,39382,0.041804519,1.933344781
Tunisia,Monastir,Ksar Helal,2021,39382,0.044123769,2.063634858
Tunisia,Monastir,Ksar Helal,2022,39382,0.046925194561481476,2.224440648
Tunisia,Monastir,Ksar Helal,2023,39382,0.048171081,2.297155516
Tunisia,Monastir,Ksar Helal,2024,39382,0.04533390328288078,2.132639314
Tunisia,Monastir,Moknine,2020,39383,0.133389309,8.904311505
Tunisia,Monastir,Moknine,2021,39383,0.131571442,8.732077974
Tunisia,Monastir,Moknine,2022,39383,0.134943724,9.052583889
Tunisia,Monastir,Moknine,2023,39383,0.148334935,10.36750333
Tunisia,Monastir,Moknine,2024,39383,0.120750442,7.733275805
Tunisia,Monastir,Monastir,2020,39384,0.013803095556795597,0.568273801
Tunisia,Monastir,Monastir,2021,39384,0.009722587652504444,0.402231965
Tunisia,Monastir,Monastir,2022,39384,0.011844380758702755,0.487504363
Tunisia,Monastir,Monastir,2023,39384,0.011187498457729816,0.460857647
Tunisia,Monastir,Monastir,2024,39384,0.011556601151823997,0.475803186
Tunisia,Monastir,Ouerdanine,2020,39385,0.138398543,9.385410776
Tunisia,Monastir,Ouerdanine,2021,39385,0.142236859,9.760441463
Tunisia,Monastir,Ouerdanine,2022,39385,0.172774076,12.9341709
Tunisia,Monastir,Ouerdanine,2023,39385,0.173011988,12.96017666
Tunisia,Monastir,Ouerdanine,2024,39385,0.142502815,9.786630817
Tunisia,Monastir,Sayada-lemta Bou Hajja,2020,39386,0.037534743547439575,1.700249916
Tunisia,Monastir,Sayada-lemta Bou Hajja,2021,39386,0.039467052,1.804647291
Tunisia,Monastir,Sayada-lemta Bou Hajja,2022,39386,0.040585421,1.865894529
Tunisia,Monastir,Sayada-lemta Bou Hajja,2023,39386,0.04009368270635605,1.838890248
Tunisia,Monastir,Sayada-lemta Bou Hajja,2024,39386,0.031053349,1.363354416
Tunisia,Monastir,Shaline,2020,39387,0.136146411,9.167935361
Tunisia,Monastir,Shaline,2021,39387,0.127184018,8.321622227
Tunisia,Monastir,Shaline,2022,39387,0.121288642,7.781871199
Tunisia,Monastir,Shaline,2023,39387,0.098944217,5.862446315
Tunisia,Monastir,Shaline,2024,39387,0.09062894433736801,5.200871371
Tunisia,Monastir,Teboulba,2020,39388,0.06210190802812576,3.159809607
Tunisia,Monastir,Teboulba,2021,39388,0.060562309,3.060043158
Tunisia,Monastir,Teboulba,2022,39388,0.065170638,3.361903182
Tunisia,Monastir,Teboulba,2023,39388,0.065717474,3.398366439
Tunisia,Monastir,Teboulba,2024,39388,0.064891867,3.343366981
Tunisia,Monastir,Zarmedine,2020,39389,0.158903465,11.45160859
Tunisia,Monastir,Zarmedine,2021,39389,0.16780447959899902,12.39535583
Tunisia,Monastir,Zarmedine,2022,39389,0.155826733,11.13186922
Tunisia,Monastir,Zarmedine,2023,39389,0.157632038,11.31907207
Tunisia,Monastir,Zarmedine,2024,39389,0.162889853,11.87085474
Tunisia,Nabeul,Beni Kalled,2020,39390,0.184620291,14.25203962
Tunisia,Nabeul,Beni Kalled,2021,39390,0.169904158,12.62197907
Tunisia,Nabeul,Beni Kalled,2022,39390,0.159023523,11.46415336
Tunisia,Nabeul,Beni Kalled,2023,39390,0.172039956,12.85404629
Tunisia,Nabeul,Beni Kalled,2024,39390,0.156288326,11.17962412
Tunisia,Nabeul,Beni Khiar,2020,39391,0.125055745,8.125201086
Tunisia,Nabeul,Beni Khiar,2021,39391,0.140176684,9.558463014
Tunisia,Nabeul,Beni Khiar,2022,39391,0.138116807,9.358100543
Tunisia,Nabeul,Beni Khiar,2023,39391,0.127581581,8.358508978
Tunisia,Nabeul,Beni Khiar,2024,39391,0.128506973,8.44460598
Tunisia,Nabeul,Bou Argoub,2020,39392,0.174514592,13.12486549
Tunisia,Nabeul,Bou Argoub,2021,39392,0.167547047,12.36767468
Tunisia,Nabeul,Bou Argoub,2022,39392,0.1922844797372818,15.12913201
Tunisia,Nabeul,Bou Argoub,2023,39392,0.208849877,17.08793563
Tunisia,Nabeul,Bou Argoub,2024,39392,0.186528802,14.46868028
Tunisia,Nabeul,Dar Chaabane El Fehri,2020,39393,0.04404961317777634,2.059429094
Tunisia,Nabeul,Dar Chaabane El Fehri,2021,39393,0.05135202035307884,2.486138392
Tunisia,Nabeul,Dar Chaabane El Fehri,2022,39393,0.06816251575946808,3.563063725
Tunisia,Nabeul,Dar Chaabane El Fehri,2023,39393,0.057530008,2.866743655
Tunisia,Nabeul,Dar Chaabane El Fehri,2024,39393,0.037519518,1.69943452
Tunisia,Nabeul,El Mida,2020,39394,0.18860957026481628,14.7062174
Tunisia,Nabeul,El Mida,2021,39394,0.158818364,11.44271963
Tunisia,Nabeul,El Mida,2022,39394,0.149193585,10.45407772
Tunisia,Nabeul,El Mida,2023,39394,0.152650893,10.80537487
Tunisia,Nabeul,El Mida,2024,39394,0.148193955,10.35331457
Tunisia,Nabeul,Grambalia,2020,39395,0.184929222,14.28702699
Tunisia,Nabeul,Grambalia,2021,39395,0.190186769,14.88719546
Tunisia,Nabeul,Grambalia,2022,39395,0.177278101,13.4297346
Tunisia,Nabeul,Grambalia,2023,39395,0.1626264601945877,11.84298184
Tunisia,Nabeul,Grambalia,2024,39395,0.184725016,14.26389661
Tunisia,Nabeul,Hammam Ghezaz,2020,39396,0.188673377,14.71352352
Tunisia,Nabeul,Hammam Ghezaz,2021,39396,0.172009587,12.85073569
Tunisia,Nabeul,Hammam Ghezaz,2022,39396,0.141403377,9.678536824
Tunisia,Nabeul,Hammam Ghezaz,2023,39396,0.124908261,8.111654957
Tunisia,Nabeul,Hammam Ghezaz,2024,39396,0.129787862,8.56432394
Tunisia,Nabeul,Hammamet,2020,39397,0.1189568042755127,7.572150905
Tunisia,Nabeul,Hammamet,2021,39397,0.114985958,7.219996571
Tunisia,Nabeul,Hammamet,2022,39397,0.122469097,7.888857218
Tunisia,Nabeul,Hammamet,2023,39397,0.115178242,7.236904096
Tunisia,Nabeul,Hammamet,2024,39397,0.119365171,7.608722947
Tunisia,Nabeul,Haouaria,2020,39398,0.278711617,26.19467532
Tunisia,Nabeul,Haouaria,2021,39398,0.243850321,21.49082551
Tunisia,Nabeul,Haouaria,2022,39398,0.233877838,20.20167456
Tunisia,Nabeul,Haouaria,2023,39398,0.229790539,19.68106871
Tunisia,Nabeul,Haouaria,2024,39398,0.223016918,18.82851643
Tunisia,Nabeul,Kelibia,2020,39399,0.125898004,8.202723399
Tunisia,Nabeul,Kelibia,2021,39399,0.127282813,8.330782888
Tunisia,Nabeul,Kelibia,2022,39399,0.125124753,8.13154218
Tunisia,Nabeul,Kelibia,2023,39399,0.12448737025260925,8.073043715
Tunisia,Nabeul,Kelibia,2024,39399,0.116257124,7.332044595
Tunisia,Nabeul,Korba,2020,39400,0.104514688,6.321871248
Tunisia,Nabeul,Korba,2021,39400,0.105675608,6.419236633
Tunisia,Nabeul,Korba,2022,39400,0.09219196438789368,5.322989446
Tunisia,Nabeul,Korba,2023,39400,0.081305243,4.494263101
Tunisia,Nabeul,Korba,2024,39400,0.09699961543083191,5.705114764
Tunisia,Nabeul,Menzel Bouzelfa,2020,39401,0.207235307,16.89332452
Tunisia,Nabeul,Menzel Bouzelfa,2021,39401,0.208026499,16.98859246
Tunisia,Nabeul,Menzel Bouzelfa,2022,39401,0.208851427,17.0881228
Tunisia,Nabeul,Menzel Bouzelfa,2023,39401,0.207865208,16.96915614
Tunisia,Nabeul,Menzel Bouzelfa,2024,39401,0.205980778,16.74265261
Tunisia,Nabeul,Menzel Temime,2020,39402,0.1387464702129364,9.419178428
Tunisia,Nabeul,Menzel Temime,2021,39402,0.133942336,8.956958213
Tunisia,Nabeul,Menzel Temime,2022,39402,0.136601895,9.21176442
Tunisia,Nabeul,Menzel Temime,2023,39402,0.156028152,11.15269801
Tunisia,Nabeul,Menzel Temime,2024,39402,0.133273914,8.89334094
Tunisia,Nabeul,Nabeul,2020,39403,0.03944860398769379,1.803642073
Tunisia,Nabeul,Nabeul,2021,39403,0.046772707253694534,2.215591493
Tunisia,Nabeul,Nabeul,2022,39403,0.049554221,2.37874236
Tunisia,Nabeul,Nabeul,2023,39403,0.04859357327222824,2.321980938
Tunisia,Nabeul,Nabeul,2024,39403,0.046427689,2.195610191
Tunisia,Nabeul,Solimane,2020,39404,0.080841593,4.460110916
Tunisia,Nabeul,Solimane,2021,39404,0.087249741,4.94043251
Tunisia,Nabeul,Solimane,2022,39404,0.05535653233528137,2.730812416
Tunisia,Nabeul,Solimane,2023,39404,0.10015304386615753,5.961047143
Tunisia,Nabeul,Solimane,2024,39404,0.06272615492343903,3.200570955
Tunisia,Nabeul,Takelsa,2020,39405,0.253895193,22.81561895
Tunisia,Nabeul,Takelsa,2021,39405,0.204638362,16.58195269
Tunisia,Nabeul,Takelsa,2022,39405,0.204962537,16.62070942
Tunisia,Nabeul,Takelsa,2023,39405,0.209556848,17.17339583
Tunisia,Nabeul,Takelsa,2024,39405,0.190573871,14.93173582
Tunisia,Sfax,Agareb,2020,39406,0.185976416,14.40585576
Tunisia,Sfax,Agareb,2021,39406,0.186640292,14.48137241
Tunisia,Sfax,Agareb,2022,39406,0.194283664,15.36100515
Tunisia,Sfax,Agareb,2023,39406,0.205618143,16.69918794
Tunisia,Sfax,Agareb,2024,39406,0.183466762,14.12167398
Tunisia,Sfax,Bir Ali Ben Khelifa,2020,39407,0.451051265,52.55417113
Tunisia,Sfax,Bir Ali Ben Khelifa,2021,39407,0.392286181,43.16465726
Tunisia,Sfax,Bir Ali Ben Khelifa,2022,39407,0.395005405,43.59317608
Tunisia,Sfax,Bir Ali Ben Khelifa,2023,39407,0.370536268,39.76567774
Tunisia,Sfax,Bir Ali Ben Khelifa,2024,39407,0.372555256,40.07889669
Tunisia,Sfax,Djbeniana,2020,39408,0.230458915,19.76588672
Tunisia,Sfax,Djbeniana,2021,39408,0.18416745960712433,14.20081127
Tunisia,Sfax,Djbeniana,2022,39408,0.179379642,13.66328263
Tunisia,Sfax,Djbeniana,2023,39408,0.17018792033195496,12.65272203
Tunisia,Sfax,Djbeniana,2024,39408,0.182303891,13.99069282
Tunisia,Sfax,El Amra,2020,39409,0.162940353,11.87620155
Tunisia,Sfax,El Amra,2021,39409,0.154104322,10.95434664
Tunisia,Sfax,El Amra,2022,39409,0.142774701,9.813431334
Tunisia,Sfax,El Amra,2023,39409,0.162409753,11.82006749
Tunisia,Sfax,El Amra,2024,39409,0.149532288,10.48830178
Tunisia,Sfax,El Ghraiba,2020,39410,0.410099447,45.98433186
Tunisia,Sfax,El Ghraiba,2021,39410,0.377551854,40.8561687
Tunisia,Sfax,El Ghraiba,2022,39410,0.355803311,37.49593141
Tunisia,Sfax,El Ghraiba,2023,39410,0.307742357,30.32118106
Tunisia,Sfax,El Ghraiba,2024,39410,0.316479623,31.59603531
Tunisia,Sfax,El Hancha,2020,39411,0.187380224,14.56570846
Tunisia,Sfax,El Hancha,2021,39411,0.156202286,11.17071702
Tunisia,Sfax,El Hancha,2022,39411,0.142235443,9.760302135
Tunisia,Sfax,El Hancha,2023,39411,0.125872746,8.200394655
Tunisia,Sfax,El Hancha,2024,39411,0.127330959,8.335248528
Tunisia,Sfax,Kerkennah,2020,39412,0.267468512,24.64573014
Tunisia,Sfax,Kerkennah,2021,39412,0.256933451,23.22135772
Tunisia,Sfax,Kerkennah,2022,39412,0.259888232,23.61813847
Tunisia,Sfax,Kerkennah,2023,39412,0.262048542,23.90958444
Tunisia,Sfax,Kerkennah,2024,39412,0.251610339,22.51201419
Tunisia,Sfax,Menzel Chaker,2020,39413,0.222061694,18.70932935
Tunisia,Sfax,Menzel Chaker,2021,39413,0.233989954,20.21601944
Tunisia,Sfax,Menzel Chaker,2022,39413,0.212268829,17.50260755
Tunisia,Sfax,Menzel Chaker,2023,39413,0.199598745,15.98357304
Tunisia,Sfax,Menzel Chaker,2024,39413,0.196377575,15.60521581
Tunisia,Sfax,Mhares,2020,39414,0.215821832,17.93720022
Tunisia,Sfax,Mhares,2021,39414,0.1988290697336197,15.89287402
Tunisia,Sfax,Mhares,2022,39414,0.19876644015312195,15.88550179
Tunisia,Sfax,Mhares,2023,39414,0.195784479,15.53590392
Tunisia,Sfax,Mhares,2024,39414,0.208022892,16.98815783
Tunisia,Sfax,Sakiet Eddaier,2020,39415,0.028612326830625534,1.241818177
Tunisia,Sfax,Sakiet Eddaier,2021,39415,0.03123549558222294,1.372541115
Tunisia,Sfax,Sakiet Eddaier,2022,39415,0.031655628,1.393793113
Tunisia,Sfax,Sakiet Eddaier,2023,39415,0.03087795525789261,1.354523701
Tunisia,Sfax,Sakiet Eddaier,2024,39415,0.029728814959526062,1.297042051
Tunisia,Sfax,Sakiet Ezzit,2020,39416,0.02413022145628929,1.026349149
Tunisia,Sfax,Sakiet Ezzit,2021,39416,0.028981899842619896,1.260029803
Tunisia,Sfax,Sakiet Ezzit,2022,39416,0.032527320086956024,1.438163522
Tunisia,Sfax,Sakiet Ezzit,2023,39416,0.036610801,1.65097164
Tunisia,Sfax,Sakiet Ezzit,2024,39416,0.033136949,1.469416149
Tunisia,Sfax,Sfax Ouest,2020,39417,0.057457998,2.862204952
Tunisia,Sfax,Sfax Ouest,2021,39417,0.05809136480093002,2.902207728
Tunisia,Sfax,Sfax Ouest,2022,39417,0.05748922750353813,2.864172993
Tunisia,Sfax,Sfax Ouest,2023,39417,0.058674681931734085,2.939213742
Tunisia,Sfax,Sfax Ouest,2024,39417,0.057371363043785095,2.856747607
Tunisia,Sfax,Sfax Sud,2020,39418,0.070856936,3.747688455
Tunisia,Sfax,Sfax Sud,2021,39418,0.080492429,4.434453871
Tunisia,Sfax,Sfax Sud,2022,39418,0.05421162024140358,2.660092956
Tunisia,Sfax,Sfax Sud,2023,39418,0.04787351191043854,2.279721299
Tunisia,Sfax,Sfax Sud,2024,39418,0.047091662883758545,2.234113762
Tunisia,Sfax,Sfax Ville,2020,39419,0.032864008098840714,1.455401303
Tunisia,Sfax,Sfax Ville,2021,39419,0.032426342368125916,1.433004497
Tunisia,Sfax,Sfax Ville,2022,39419,0.03247777000069618,1.435631347
